usec,velocity,heading
9378456,-0.250000,-0.662544
9388460,-0.250000,-0.698913
9398460,-0.250000,-0.738445
9408460,-0.250000,-0.777976
9418499,-0.250000,-0.817507
9428499,0.250000,-0.855457
9438499,0.250000,-0.893407
9448550,0.250000,-0.926613
9458554,0.250000,-0.944007
9468555,0.250000,-0.955076
9478565,0.250000,-0.964563
9488566,0.250000,-0.972470
9498591,0.250000,-0.972470
9508598,0.250000,-0.972470
9518599,0.250000,-0.972470
9528599,0.250000,-0.970888
9538643,0.250000,-0.966145
9548644,0.250000,-0.959820
9558645,0.250000,-0.951913
9568654,0.250000,-0.942426
9578654,0.250000,-0.932938
9588655,0.250000,-0.918707
9598696,0.250000,-0.902895
9608696,0.250000,-0.885501
9618696,0.250000,-0.866526
9628808,0.250000,-0.845970
9638809,0.250000,-0.823832
9648810,0.250000,-0.801695
9658811,0.250000,-0.776395
9668811,0.250000,-0.751095
9678811,0.250000,-0.722632
9688812,0.250000,-0.694169
9698812,0.250000,-0.665707
9708813,0.250000,-0.638826
9718834,0.250000,-0.607201
9728840,0.250000,-0.573994
9738840,0.250000,-0.542369
9748844,0.250000,-0.510744
9758849,0.250000,-0.479119
9768853,0.250000,-0.445913
9778854,0.250000,-0.411125
9788854,0.250000,-0.376338
9798854,0.250000,-0.343132
9808933,0.250000,-0.308344
9818939,0.250000,-0.271975
9828939,0.250000,-0.235606
9838939,0.250000,-0.199238
9848939,0.250000,-0.164450
9858947,0.250000,-0.129663
9868947,0.250000,-0.090131
9878947,0.250000,-0.053763
9888950,0.250000,-0.015813
9898951,0.250000,0.020556
9908954,0.250000,0.058506
9918955,0.250000,0.096456
9928998,0.250000,0.135988
9938999,0.250000,0.172356
9948999,0.250000,0.211888
9959014,0.250000,0.249838
9969038,0.250000,0.286207
9979039,0.250000,0.324157
9989050,0.250000,0.362107
9999056,0.250000,0.400057
