accelX,accelY,accelZ,magX,magY,magZ,gryoX,gyroY,gyroZ,gyroTemperature
Variance: 21.20201800300352,16.011425904322316,34.99584594665517,30.027214507973977,29.064243929543856,53.15968561434789,651.4655442295938,301.0294102072568,262.2930388120243,1.6666666666211277E-4
Mean: 215.42333333333335,-339.5486666666667,4199.976833333333,-107.42416666666666,41.17333333333333,-859.6485,0.21766666666666667,18.037,35.98116666666667,14.006833333333333
Variance: 20.97161749180684,15.55422392621162,35.02846804983041,29.6985323942886,28.836094904706194,53.030786214301656,663.5988877035062,304.4030315052509,265.5057295938213,0.006787770183910331
Mean: 215.1115,-339.37583333333333,4200.2985,-107.4905,41.327333333333335,-859.5958333333333,-4.7755,20.2955,33.89033333333333,14.127666666666666
Variance: 20.472146441070493,15.520836111564877,32.408465828492574,29.65018478079644,29.514438628660432,57.164676751627844,653.9207532088681,305.9855106684447,260.41170850697335,0.1113864532977704
Mean: 215.04666666666665,-339.16133333333335,4200.646166666666,-108.4455,40.818333333333335,-859.1106666666667,-3.7451666666666665,21.487666666666666,33.653166666666664,14.611166666666668
Variance: 20.842629327110735,16.23000989053265,31.721922291817517,29.135552342056453,28.53742012557634,52.24546046558272,645.2481013224426,300.54627226760016,248.9820369783853,0.23768158581984686
Mean: 214.99183333333335,-339.0303333333333,4200.755833333334,-106.3785,41.91016666666667,-858.7615,-5.652333333333333,22.382166666666667,33.659333333333336,14.972333333333333
Variance: 56.16746121575424,39.395645829851894,36.68799730578469,28.233276629437007,28.543853947880056,54.14797574596656,661.6123966216592,309.13030368950376,275.56754081235766,0.026905706506630784
Mean: 214.8585,-338.8833333333333,4200.724166666667,-107.31383333333333,41.031,-857.2573333333333,-5.841,22.52,32.09766666666667,15.0
Variance: 33.80844582430739,20.739178752020848,32.57817900222547,28.202375701505517,29.54562993832293,53.60237995213838,671.795018169695,306.84574095682615,265.17599055398125,0.001666944490748458
Mean: 214.7505,-338.626,4200.9555,-105.55316666666667,42.83983333333333,-860.141,-2.5748333333333333,23.5425,31.9525,15.029833333333332
Variance: 21.290798216367648,15.903774629097857,32.49626912814733,28.146531060731725,30.672625409790374,55.82875712614573,677.7940323109407,306.5012772962161,258.2382834639107,0.02894813024391102
Mean: 214.52283333333332,-338.578,4201.096833333333,-105.11783333333334,42.8735,-858.7256666666667,-2.6655,23.131666666666668,32.33266666666667,15.258833333333333
Variance: 20.36820667333296,15.947907317894899,32.36818467038614,29.260825443129217,27.777460660110115,54.58950613991263,648.7170625937656,305.1718591987554,261.395565483136,0.19187061732512567
Mean: 214.60433333333333,-338.49733333333336,4201.207333333334,-104.51866666666666,41.9975,-860.4618333333333,-1.551,24.076166666666666,32.9415,15.668
Variance: 21.417017391789535,17.09517541812408,33.3562389284119,31.273863866199928,28.348551841973723,57.49579260432337,655.9910641773629,304.3840959882202,250.94356834472413,0.2218129688281312
Mean: 214.4855,-338.3713333333333,4201.462833333333,-103.76633333333334,43.21516666666667,-859.8726666666666,-1.5926666666666667,24.86616666666667,32.819833333333335,15.925666666666666
Variance: 20.399856392731962,17.569373117742746,33.05346088310861,30.372461965883556,28.13555923209419,57.43402522650336,630.3358021892537,318.16561624159584,261.0205433961216,0.0688193587820007
Mean: 214.46116666666666,-338.34366666666665,4201.5175,-102.30716666666666,43.661,-858.707,-5.793833333333334,24.50583333333333,32.69733333333333,15.992666666666667
Variance: 21.407393204418693,18.371288436952284,32.92018044775855,29.679095154748317,28.64118586431063,56.04982597101806,659.2318672834361,309.96929418792024,263.90104306273264,0.007280769017052292
Mean: 214.32,-338.14383333333336,4201.838333333333,-102.41366666666667,44.39833333333333,-855.3093333333334,-6.834833333333333,25.5365,33.23133333333333,15.999166666666667
Variance: 20.813402233709592,17.369706923374636,33.11171584169871,29.411115074734237,27.88797855198074,54.918465966601275,672.7386764182919,300.12035447574596,254.9459758848697,8.32777685172338E-4
Mean: 214.283,-338.10316666666665,4201.9155,-101.81983333333334,45.489666666666665,-852.6225,-5.902833333333334,24.5435,34.1015,16.000166666666665
Variance: 21.81888081347233,20.751981969216722,32.600126436579764,28.4847874367949,28.97272200922364,60.646101433508676,666.9148777851864,308.81424345724287,260.9926965327554,1.6666666666211277E-4
Mean: 214.19766666666666,-338.04633333333334,4201.933,-101.98516666666667,45.55616666666667,-856.4881666666666,-2.388,25.580166666666667,32.773833333333336,16.0005
Variance: 19.817897538479855,15.515105739854379,33.879157525298,28.423683919541627,29.482759098738622,51.7851574984088,629.9907877979663,311.4758192754348,255.1168681169084,4.998333055487518E-4
Mean: 214.18733333333333,-337.86983333333336,4201.969333333333,-100.34033333333333,44.52466666666667,-854.9323333333333,-0.619,25.3895,32.596,16.00733333333333
Variance: 21.63284502972919,20.55398230261357,32.575488803187575,29.488421292438083,28.094407290103828,54.676867366771056,651.9108241373563,300.4875376729455,249.90976896149357,0.007280769017052292
Mean: 214.158,-337.85783333333336,4202.0305,-101.70566666666667,43.14216666666667,-855.7103333333333,-2.833666666666667,25.925333333333334,32.204166666666666,16.049166666666668
Variance: 21.259245874315802,19.737911624160482,32.95506226084474,32.009036061565894,29.18815333111071,53.336982719420114,635.5619268767017,314.1007750180586,254.87662874367945,0.04675709840529236
Mean: 214.138,-337.64683333333335,4202.1295,-97.21683333333333,43.595666666666666,-854.6523333333333,-3.0965,25.7095,32.140166666666666,16.171166666666668
Variance: 19.57388498083038,15.604040645662796,32.90654750696161,29.361043479469323,27.628452630993955,57.81876434956338,642.7586475245874,297.25998641440236,254.090201672501,0.14189228760349454
Mean: 213.89733333333334,-337.6401666666667,4202.263,-97.7305,43.8225,-855.4836666666666,-4.345833333333333,25.992166666666666,32.00416666666667,16.3715
Variance: 19.269337778519464,15.37291545813472,33.91114952365922,28.563963743957864,27.974656192698845,53.29094838023007,658.2312711840863,306.8452461799189,254.79861574151244,0.2335266711118619
Mean: 213.9485,-337.6646666666667,4202.427333333333,-99.45,44.693333333333335,-857.9828333333334,-5.4405,26.263,32.562666666666665,16.596
Variance: 19.188045757624444,16.114904039560667,32.56714741407504,30.910651775295882,27.362849363782708,54.80200563984963,681.0182961326888,312.10051441906984,252.31879268767017,0.24082413735621114
Mean: 213.85733333333334,-337.5883333333333,4202.354333333334,-97.36166666666666,43.2355,-855.2088333333334,-4.033666666666667,26.7365,31.694,16.826166666666666
Variance: 19.999979552149195,15.924851364106969,32.16780919022393,30.783994554647418,28.941530005000985,55.46579960541519,645.8545089737179,309.2979507417902,254.12571828638113,0.1436392454297958
Mean: 213.931,-337.5375,4202.1245,-98.56566666666667,44.2365,-856.3316666666667,-3.1341666666666668,26.919833333333333,33.34466666666667,16.9425
Variance: 46.48065244207622,22.32464785797633,32.89114827548569,30.29473701172455,30.890049424904234,54.862474301314826,653.6891141579151,315.5616669167084,260.6973211090738,0.05420278379731507
Mean: 213.76916666666668,-337.62,4202.185666666666,-99.33966666666667,45.52166666666667,-855.4213333333333,-4.774666666666667,27.79,35.809333333333335,16.987666666666666
Variance: 28.008884119578134,15.931921987001807,32.8530033885449,28.938116241596077,29.188061899205465,52.83895138077467,649.5551507473468,308.45830971828644,256.3023632827694,0.012183252764368347
Mean: 213.70733333333334,-337.62083333333334,4202.484166666667,-99.428,46.35366666666667,-856.9503333333333,-4.834666666666666,27.646166666666666,34.44916666666666,16.997666666666667
Variance: 18.452755014724307,15.075911957555103,32.18478010240883,27.61608534755757,30.19228526976709,53.24840795685796,675.0821785853198,302.821438878702,260.1404393787854,0.002328276935044833
Mean: 213.60466666666667,-337.538,4202.336833333334,-100.57583333333334,46.63033333333333,-858.1475,-2.6306666666666665,27.509,34.3965,16.999333333333333
Variance: 25.617981219096947,16.90103950657871,32.676822774905844,28.242956464965804,28.456756014891365,53.43531630265353,656.4359988887037,309.63852542090353,264.4690325887648,6.663332777732779E-4
Mean: 213.58133333333333,-337.5885,4202.446,-99.8405,43.755833333333335,-859.9865,0.12283333333333334,28.223333333333333,34.4355,17.0
Variance: 32.60248530310459,17.375396982831425,32.501834305351345,28.346450825136916,27.461126159915395,55.29520028335767,637.5246660832361,310.0081235761516,261.07068486414397,0.0
Mean: 213.623,-337.6265,4202.1575,-103.8985,44.277166666666666,-856.5673333333333,-0.223,27.702833333333334,34.285333333333334,17.0
Variance: 29.87585030838656,15.487245624274845,31.05386939591657,28.43193640606734,28.7254662165916,62.15382519315175,652.9490958493083,312.1415488970384,257.0774311274101,0.0
Mean: 213.55283333333333,-337.68533333333335,4202.525166666666,-102.41783333333333,44.687333333333335,-853.2481666666666,-5.009833333333333,28.265833333333333,33.632,17.000333333333334
Variance: 19.32476276601428,15.227522809359606,31.70498413553952,30.15494112907762,29.58617058398637,54.43798630331771,651.4639806356615,307.9171521642496,248.20927754625774,3.3327776849875946E-4
Mean: 214.0405,-337.6635,4202.291333333334,-101.75883333333333,44.7835,-855.3818333333334,-4.585166666666667,28.870333333333335,34.62083333333333,17.006833333333333
Variance: 82.48327362894078,73.06811243541082,39.764085569030385,29.063182502639734,31.039467661276866,53.57729952214936,735.0249174584653,302.60828793687836,286.3774622159248,0.006787770183910331
Mean: 213.71183333333335,-337.3905,4202.288333333333,-105.81883333333333,46.855333333333334,-859.5738333333334,-2.9955,29.894166666666667,34.270833333333336,17.1445
Variance: 98.90794462966092,65.16420378397258,38.226901706009436,34.13970192254166,30.52349213757842,58.68632969376961,711.9004631605267,314.47937920208926,273.03132119242093,0.12364035672611419
Mean: 213.41933333333333,-337.19716666666665,4202.389833333334,-108.9905,44.75483333333333,-858.5613333333333,-3.011,29.198166666666665,34.51866666666667,17.236666666666668
Variance: 29.804793687835694,16.688406706671056,31.775492555440554,30.929231288547733,27.506644412957765,53.06174851370009,653.9015292548759,305.2464377118408,264.0226553314441,0.18068566983386378
Mean: 213.29733333333334,-337.3515,4202.3945,-105.658,43.73416666666667,-857.0391666666667,-4.867,29.909833333333335,34.99516666666667,17.2505
Variance: 19.742216591656973,15.791913068837017,30.54095991096172,27.596635439239567,27.04734052897709,56.234004973093455,641.4165470911819,307.94969492137574,268.6132455131411,0.18778104684113803
Mean: 213.29433333333333,-337.5971666666667,4202.404666666666,-105.97083333333333,43.24966666666667,-860.337,-2.8745,29.866,33.88966666666666,17.2765
Variance: 29.294250263931712,18.37528785353284,30.273957214508084,28.341706256597494,27.639606489970532,52.41616702791173,667.0309215702617,310.9618709784965,271.28237361782516,0.20008109684946312
Mean: 213.30216666666666,-337.5055,4202.358,-104.19783333333334,45.174166666666665,-860.4868333333334,-4.216333333333333,30.126,33.825833333333335,17.311333333333334
Variance: 18.45627135078119,15.861279963334216,31.12168961601429,29.071540562316446,28.79229802189258,58.38189028723873,648.0232037561816,318.9206107684614,263.661776268267,0.2144406289937309
Mean: 213.28716666666668,-337.4836666666667,4202.362666666667,-102.27233333333334,45.01583333333333,-861.5141666666667,-4.343333333333334,29.2925,34.772333333333336,17.359
Variance: 20.46077876868775,16.87087836862107,30.834611989673245,33.24637561815816,28.383313191087446,53.27667875205662,645.6507306773351,308.0496186864477,253.6011014057899,0.23015735955991332
Mean: 213.25216666666665,-337.5058333333333,4202.285333333333,-106.25433333333334,47.39333333333333,-858.4808333333333,-4.2475,29.857166666666668,34.1535,17.4405
Variance: 19.534167666835852,16.997465549816507,30.952743680343207,32.37937778518645,28.69040395621478,52.798765766559036,660.7627042007001,310.19879843862867,256.5186908651442,0.24650083347224475
Mean: 213.25233333333333,-337.3785,4202.330833333333,-107.839,43.23283333333333,-858.594,-2.9883333333333333,29.94483333333333,33.96933333333333,17.531166666666667
Variance: 20.71544713007448,17.14376171027885,31.971711258110076,26.06742357059625,29.289503556148215,54.70028071348658,656.0345363116074,318.3461810023893,266.280439628827,0.24907015058065118
Mean: 213.32516666666666,-337.5145,4202.169333333333,-105.82333333333334,42.4155,-863.8015,-3.099,30.076166666666666,34.667,17.639833333333332
Variance: 20.646874451293492,16.460533172195206,30.7574524648151,29.538378618658832,29.703810385064315,56.19212977165658,648.0972152025338,306.2207354281269,257.5697059509919,0.2304850530643842
Mean: 213.20466666666667,-337.4483333333333,4202.149333333334,-103.99,43.99016666666667,-861.1963333333333,-3.1496666666666666,29.998,34.92933333333333,17.7265
Variance: 25.607379452131813,17.822300939048045,30.515785518696475,30.563993998999585,28.494485719842334,51.29133511146002,670.1322886036562,300.01566527754625,260.0696845029727,0.19873087181198015
Mean: 213.21733333333333,-337.5055,4202.250333333333,-103.53683333333333,40.074333333333335,-861.4246666666667,-3.354833333333333,29.875,34.823166666666665,17.818
Variance: 18.888580985716292,15.48955134189731,30.05267533399121,29.90762791020669,27.872786686669865,55.26120175582446,623.5615202255932,305.03521420236706,262.9107150914041,0.14890081680280917
Mean: 213.045,-337.44683333333336,4201.976333333333,-105.26616666666666,40.843666666666664,-860.6878333333333,-3.2808333333333333,29.343666666666667,34.9925,17.872166666666665
Variance: 21.46388564761191,25.458082986048886,32.50885803100566,27.712940795688326,30.348951380785568,55.77968191921681,678.175995304773,301.02873134411294,259.45268586431064,0.11151055731511159
Mean: 213.14083333333335,-337.4245,4202.246833333334,-104.79366666666667,42.75183333333333,-860.5221666666666,-3.151,29.293,35.997166666666665,17.919166666666666
Variance: 23.254875118075898,22.86744432404431,31.17710282290294,27.334648997054824,32.936736094904624,56.533597571787425,675.0967151191866,316.45722720453415,257.0236625826526,0.07431169083737213
Mean: 213.1745,-337.39416666666665,4202.183166666667,-104.17233333333333,38.57716666666666,-861.4965,1.8406666666666667,29.483,35.65566666666667,17.9455
Variance: 22.54747432905508,22.701249513810506,31.63088845292575,28.167995888203915,29.70599630493984,50.871466327774705,666.191978218592,315.4509528254709,254.51452030894035,0.05153833972327417
Mean: 213.058,-337.28433333333334,4201.9625,-106.65966666666667,42.644,-861.1193333333333,1.5448333333333333,29.751833333333334,36.5925,17.972166666666666
Variance: 22.723423237203658,21.03766083236455,30.37148899816636,28.049181419124622,29.921584264044128,52.408160915651365,650.7687847696839,305.714532394288,270.3445011668611,0.027063149413779183
Mean: 213.064,-337.2835,4202.190666666666,-105.97216666666667,41.4735,-861.1751666666667,1.5773333333333333,29.031666666666666,35.17933333333333,17.986333333333334
Variance: 24.237276879484046,23.045635355892014,31.459222759559047,30.889540228926254,31.110816219369806,52.37021167422557,662.4237568483636,300.3000472300939,262.9900045563149,0.013482135911542778
Mean: 213.048,-337.3673333333333,4202.1745,-100.91283333333334,45.161,-861.1275,2.0818333333333334,29.456,35.38933333333333,17.9915
Variance: 31.506613768961333,20.430804689678872,31.528971243945932,31.17343087736806,27.185609934989074,52.684024420673204,647.8987864366283,310.6188338056342,268.03075801522476,0.00842915485913605
Mean: 212.9955,-337.1605,4202.116666666667,-102.29666666666667,45.154833333333336,-859.4843333333333,2.227,29.2965,34.425666666666665,17.996833333333335
Variance: 18.87462552091761,15.335629021511373,31.188586985872156,30.746780018891457,27.555785936544844,54.70020458964154,648.6112395399233,323.12877587931314,257.2616848363616,0.0031571650830555316
Mean: 213.105,-337.3401666666667,4202.2375,-104.543,44.78666666666667,-861.755,0.6708333333333333,29.367333333333335,35.5975,17.997166666666665
Variance: 18.122662110355698,14.865264182926158,30.682207451241872,28.144841806968365,27.579418792020935,52.119994999230116,644.2821963382786,311.54132310940713,265.1346828638107,0.0028257765183121258
Mean: 212.92866666666666,-337.35016666666667,4202.153833333334,-105.6185,43.759166666666665,-863.063,0.787,29.2345,35.898,17.9995
Variance: 17.89589420459254,15.203417208417692,30.66361257556598,28.9391142690449,28.54158957048401,51.87667711283052,671.3405210868477,315.179706367728,258.7483873978997,4.998333055487518E-4
Mean: 212.96783333333335,-337.22583333333336,4202.013,-104.734,44.741166666666665,-860.5055,1.8865,29.158666666666665,36.81733333333333,17.999333333333333
Variance: 31.170660415626124,22.727287186744075,31.76379163067705,30.98807534589124,28.502255681502564,55.33819278205787,651.4888658943157,301.85113341112407,272.12698738678677,6.663332777732779E-4
Mean: 212.897,-337.2223333333333,4202.231333333333,-103.61633333333333,44.1785,-856.9105,1.7101666666666666,28.633166666666668,37.048,18.0
Variance: 21.609659276548715,18.51398688671012,32.066829360272614,31.091981885869973,27.51955767627945,51.91614244047414,646.1131821692504,320.80206698338606,259.4179323220537,0.0
Mean: 212.91383333333334,-337.1705,4201.929666666667,-103.39583333333333,42.873333333333335,-859.9873333333334,1.4681666666666666,29.683666666666667,35.80866666666667,18.0
Variance: 23.80404264599229,20.195795715958063,34.603820526077264,29.68342987720217,28.03096071567469,58.141529810549834,663.5779162916041,310.06461065733185,259.98905639828865,0.0
Mean: 212.961,-337.2633333333333,4202.118,-105.394,45.5975,-861.2568333333334,-2.4525,29.691833333333335,34.86633333333333,18.0
Variance: 23.91146424404282,19.88363616157321,32.838549090457136,27.927751958659588,28.919313635605995,50.370265016398406,687.1189302383731,309.83250538978723,257.99513241095735,0.0
Mean: 212.91966666666667,-337.1215,4201.9255,-105.27133333333333,46.090333333333334,-859.7308333333333,-2.7841666666666667,29.887833333333333,36.470166666666664,18.0
Variance: 24.211248430297225,18.007072262037475,34.10463385590714,28.22074834694662,28.4835871534146,52.6058169417549,679.885896955048,317.1717806023226,263.7497349280436,0.0
Mean: 212.9525,-336.95933333333335,4201.926666666666,-108.63283333333334,46.44083333333333,-857.7381666666666,0.20783333333333334,29.984166666666667,35.09433333333333,18.0
Variance: 42.17827346223973,31.2725583152744,38.293004390298776,29.899671917541223,29.83913916208261,58.09162524303291,669.7069231260765,317.5795125576485,261.821071400789,0.0
Mean: 212.79883333333333,-337.0278333333333,4201.745833333333,-110.35283333333334,46.49133333333333,-859.0105,-1.3265,30.711833333333335,35.73283333333333,18.0
Variance: 24.35642470967116,17.647333194422988,33.4611428285126,28.45808498638633,28.069269767183524,50.78985472579145,668.9767272045341,316.43019833861194,267.3220089737178,0.0
Mean: 212.97016666666667,-336.98066666666665,4202.012166666666,-109.39433333333334,46.25833333333333,-858.6741666666667,1.7513333333333334,29.9215,36.57,18.0
Variance: 25.158469717171535,18.184656998379506,33.97968191893066,27.689782852698492,27.72321775851541,54.66377660166643,650.6132671000722,305.28921928654773,262.31315219203196,0.0
Mean: 212.98966666666666,-336.9413333333333,4201.925,-107.51583333333333,44.9745,-859.213,1.84,30.315166666666666,37.6945,18.000166666666665
Variance: 25.56148680335662,18.442631994213418,33.66031838639773,39.843389870534644,28.034855559259928,56.35168961497779,667.7343557259543,315.4420769850531,265.4030702617103,1.6666666666211277E-4
Mean: 212.9285,-337.0138333333333,4201.9925,-105.07716666666667,44.89833333333333,-858.214,1.2206666666666666,30.049,37.22516666666667,18.000333333333334
Variance: 25.0622314552423,19.925629577153444,33.53770003435631,29.201078818691514,27.765624826359804,52.76233105517205,682.2423466133245,305.07411135189193,262.9119519642162,3.3327776849875946E-4
Mean: 212.87116666666665,-336.9988333333333,4201.906333333333,-105.93966666666667,43.778333333333336,-857.2111666666667,2.1686666666666667,30.430333333333333,36.47416666666667,18.000666666666667
Variance: 25.239441879204183,20.922319025392433,33.76985486401461,27.547951214091245,28.55262265933215,54.10092545986414,650.3829487136745,315.1766760015558,259.11318483636165,6.663332777732779E-4
Mean: 212.84083333333334,-337.03683333333333,4201.926,-104.324,41.484,-856.8938333333333,1.1001666666666667,30.1545,35.196,18.002
Variance: 24.914651747514135,18.960636745017457,34.89267277832845,28.966518419736833,27.442651108518035,53.19876176592787,654.0251374951381,322.620066427738,262.31830371728614,0.0019963327221243898
Mean: 212.81816666666666,-337.046,4202.0365,-103.77783333333333,42.3275,-858.2186666666666,-2.582333333333333,30.453833333333332,34.61366666666667,18.001833333333334
Variance: 24.432842112577127,18.84569161527255,34.10185139193935,28.584239345446917,29.440150441740354,54.6592947713016,647.7855188086903,316.6623123576152,256.55250530644,0.0018302772684259691
Mean: 212.78883333333334,-336.9293333333333,4202.020333333333,-102.59716666666667,42.20916666666667,-857.8561666666667,-1.3896666666666666,29.9675,36.898833333333336,18.004166666666666
Variance: 24.18727318441536,18.078352614330598,33.056429293696574,30.68867341779231,29.620686086570025,54.97164057906339,658.7626203256098,314.98494124020664,260.13228735344785,0.0041499972217462445
Mean: 212.68366666666665,-336.9911666666667,4201.8623333333335,-102.11116666666666,41.3535,-855.1415,-2.9126666666666665,30.553333333333335,36.29833333333333,18.006166666666665
Variance: 23.77356214924919,18.59652139244725,34.06272501054456,31.213344196255385,29.945195282547225,53.78177471243554,663.0202095904873,305.66476634994723,259.3332194254598,0.006129660498986437
Mean: 212.748,-336.9245,4201.814666666667,-104.93833333333333,43.448,-855.086,2.2596666666666665,30.9035,35.501666666666665,18.0085
Variance: 23.672108018004828,17.714418819793604,33.313537144903385,31.21306606656607,26.823099849975087,52.96209768287975,662.055915874868,307.4230915985998,256.5560899038729,0.00842915485913605
Mean: 212.7325,-336.9835,4201.769,-104.95466666666667,44.239333333333335,-856.0776666666667,2.7745,30.481333333333332,35.50633333333333,18.016166666666667
Variance: 23.762570845144833,17.69584372395733,33.0941546923877,29.18147513474434,29.90503706173249,53.08114808017879,643.3645438406402,322.9038021892538,257.8279312107573,0.01590795688170292
Mean: 212.76016666666666,-336.85333333333335,4201.815166666666,-106.29816666666666,44.03483333333333,-857.3441666666666,-1.9526666666666668,30.207,36.13133333333333,18.023666666666667
Variance: 24.070325026394507,18.795954881359844,32.95682944431168,30.18596096571574,27.390518391954167,54.94487345117314,672.824230260599,309.27569694949165,259.5980178918708,0.023110407290107424
Mean: 212.74866666666668,-336.9298333333333,4201.8341666666665,-105.21116666666667,43.7915,-861.2568333333334,-2.1073333333333335,30.6705,37.012166666666666,18.032166666666665
Variance: 24.587929543812567,16.745034144588026,33.81030102256219,30.395307856864495,29.841668028004715,53.955529227100186,664.6025799855531,307.8235670111685,260.20471942545976,0.03113716174919791
Mean: 212.49016666666665,-336.87516666666664,4201.697,-106.50133333333333,46.2575,-858.827,0.3915,31.039,37.69583333333333,18.03933333333333
Variance: 23.353128827031522,17.19544921375986,32.73931421838535,27.669943212757392,29.352419153192137,55.345628604707684,683.2000944324054,309.7227661276879,258.36604364616335,0.03779252097571828
Mean: 212.56233333333333,-336.8186666666667,4201.851833333333,-105.7575,44.832166666666666,-860.285,1.42,29.669,36.745,18.0565
Variance: 23.793413457800536,18.46886303272222,35.26709115368105,33.53394940823495,29.661275518141846,56.761235205804056,647.1157859643274,315.70105584264036,256.4807217869644,0.05331663610601518
