usec,speed,distance
9384607,0.250000,15.391599
9394613,0.250000,16.551600
9404638,0.250000,17.711601
9414642,0.250000,18.871603
9424643,0.250000,20.083458
9434652,0.250000,21.343788
9444658,0.250000,22.507170
9454660,0.250000,23.715506
9464661,0.250000,24.830412
9474661,0.250000,26.090742
9484662,0.250000,27.254124
9494662,0.250000,28.417505
9504670,0.250000,29.677835
9514698,0.250000,30.841217
9524708,0.250000,32.049553
9534711,0.250000,33.261410
9544711,0.250000,34.469746
9554716,0.250000,35.681602
9564716,0.250000,36.844986
9574716,0.250000,38.105316
9584716,0.250000,39.268700
9594717,0.250000,40.484074
9604718,0.250000,41.695930
9614753,0.250000,42.859314
9624759,0.250000,44.119644
9634759,0.250000,45.335018
9644759,0.250000,46.501778
9654759,0.250000,47.668537
9664760,0.250000,48.925205
9674800,0.250000,50.137062
9684801,0.250000,51.300446
9694801,0.250000,52.560776
9704811,0.250000,53.724159
9714811,0.250000,54.932495
9724812,0.250000,56.144352
9734841,0.250000,57.307735
9744841,0.250000,58.471119
9754843,0.250000,59.634502
9764843,0.250000,60.894833
9774845,0.250000,62.103168
9784846,0.250000,63.263172
9794859,0.250000,64.423172
9804859,0.250000,65.583176
9814860,0.250000,66.839844
9824902,0.250000,67.999847
9834902,0.250000,69.159851
9844902,0.250000,70.371712
9854907,0.250000,71.580048
9864910,0.250000,72.740051
9874910,0.250000,73.900055
9884921,0.250000,75.156723
9894943,0.250000,76.316727
9904943,0.250000,77.521538
9914955,0.250000,78.729874
9924955,0.250000,79.934685
9934959,0.250000,81.091309
9944966,0.250000,82.344315
9954966,0.250000,83.500938
9964966,0.250000,84.709274
9975002,0.250000,85.914085
9985002,0.250000,87.070709
9995002,0.250000,88.271996
10005046,0.250000,89.476814
10015053,0.250000,90.633438
10025058,0.250000,91.886444
10035058,0.250000,93.043068
10045058,0.250000,94.199692
10055058,0.250000,95.356316
10065069,0.250000,96.609322
10075097,0.250000,97.817657
10085098,0.250000,98.977661
10095105,0.250000,100.182480
10105111,0.250000,101.390816
10115111,0.250000,102.595634
10125139,0.250000,103.803970
10135141,0.250000,104.963974
10145142,0.250000,106.123978
10155143,0.250000,107.380653
10165143,0.250000,108.489082
10175144,0.250000,109.697418
10185152,0.250000,110.902237
10195157,0.250000,112.058861
10205160,0.250000,113.267197
10215161,0.250000,114.427200
10225161,0.250000,115.587204
10235162,0.250000,116.747208
10245167,0.250000,118.003883
10255197,0.250000,119.260559
10265198,0.250000,120.420563
10275198,0.250000,121.580566
10285198,0.250000,122.792427
10295199,0.250000,123.955811
10305199,0.250000,125.164146
10315199,0.250000,126.420822
10325199,0.250000,127.580826
10335199,-0.250000,128.740829
10345199,-0.250000,129.945648
10355199,-0.250000,130.909500
10365199,-0.250000,131.487808
10375199,-0.250000,131.776962
10385199,-0.250000,132.113327
10395200,-0.250000,132.352875
10405201,-0.250000,132.400650
10415201,-0.250000,132.496185
10425201,-0.250000,132.496185
10435201,-0.250000,132.496185
10445202,-0.250000,132.496185
10455202,-0.250000,132.496185
10465202,-0.250000,132.448563
10475202,-0.250000,132.353867
10485202,-0.250000,132.212265
10495202,-0.250000,132.023453
10505202,-0.250000,131.788147
10515203,-0.250000,131.365875
10525203,-0.250000,130.990524
10535204,-0.250000,130.475983
10545204,-0.250000,129.962997
10555204,-0.250000,129.354904
10565210,-0.250000,128.790176
10575239,-0.250000,128.270950
10585243,-0.250000,127.750160
10595244,-0.250000,127.279549
10605249,-0.250000,126.718224
10615250,-0.250000,126.063347
10625250,-0.250000,125.314919
10635267,-0.250000,124.522125
10645296,-0.250000,123.638771
10655296,-0.250000,122.708923
10665340,-0.250000,121.735573
10675343,-0.250000,120.808571
10685344,-0.250000,119.788872
10695355,-0.250000,118.818520
10705357,-0.250000,117.709541
10715358,-0.250000,116.692978
10725397,-0.250000,115.633492
10735397,-0.250000,114.570724
10745397,-0.250000,113.419106
10755406,-0.250000,112.313553
10765410,-0.250000,111.208000
10775411,-0.250000,110.102448
10785414,-0.250000,108.996895
10795415,-0.250000,107.841713
10805415,-0.250000,106.690094
10815441,-0.250000,105.627327
10825442,-0.250000,104.475708
10835442,-0.250000,103.320526
10845446,-0.250000,102.168907
10855450,-0.250000,101.063354
10865453,-0.250000,99.915306
10875454,-0.250000,98.763695
10885457,-0.250000,97.615646
10895460,-0.250000,96.513527
10905469,-0.250000,95.411407
10915497,-0.250000,94.259796
10925498,-0.250000,93.111755
10935507,-0.250000,92.009636
10945512,-0.250000,90.815666
10955513,-0.250000,89.713547
10965549,-0.250000,88.611427
10975550,-0.250000,87.459816
10985550,-0.250000,86.354263
10995554,-0.250000,85.206223
11005558,-0.250000,84.054611
11015558,-0.250000,82.906570
11025568,-0.250000,81.804451
11035568,-0.250000,80.702332
11045569,-0.250000,79.508369
11055616,-0.250000,78.406250
11065616,-0.250000,77.304131
11075617,-0.250000,76.202011
11085638,-0.250000,75.008049
11095641,-0.250000,73.905930
11105642,-0.250000,72.761459
11115642,-0.250000,71.613419
11125642,-0.250000,70.468948
11135643,-0.250000,69.370255
11145643,-0.250000,68.271561
11155643,-0.250000,67.172867
11165644,-0.250000,66.074173
11175697,-0.250000,64.883926
11185698,-0.250000,63.743031
11195699,-0.250000,62.647770
11205718,-0.250000,61.552509
11215741,-0.250000,60.365978
11225742,-0.250000,59.270718
11235742,-0.250000,58.175457
11245744,-0.250000,57.080196
11255745,-0.250000,55.935726
11265745,-0.250000,54.794830
11275745,-0.250000,53.699574
11285745,-0.250000,52.555103
11295752,-0.250000,51.414207
11305758,-0.250000,50.269737
11315759,-0.250000,49.171047
11325759,-0.250000,48.072357
11335760,-0.250000,46.931465
11345761,-0.250000,45.836208
11355762,-0.250000,44.740952
11365762,-0.250000,43.596481
11375763,-0.250000,42.455589
11385765,-0.250000,41.311119
11395765,-0.250000,40.212429
11405765,-0.250000,39.113739
11415767,-0.250000,37.923492
11425797,-0.250000,36.873871
11435797,-0.250000,35.778614
11445799,-0.250000,34.634144
11455800,-0.250000,33.486103
11465800,-0.250000,32.383984
11475820,-0.250000,31.281864
11485843,-0.250000,30.137396
11495844,-0.250000,28.989355
11505844,-0.250000,27.844887
11515844,-0.250000,26.746197
11525845,-0.250000,25.647507
11535845,-0.250000,24.548817
11545845,-0.250000,23.450127
11555845,-0.250000,22.351437
11565845,-0.250000,21.161190
11575846,-0.250000,20.020298
11585846,-0.250000,18.925041
11595858,-0.250000,17.822922
11605859,-0.250000,16.678453
11615859,-0.250000,15.537561
11625859,-0.250000,14.484651
11635859,-0.250000,13.385962
11645859,-0.250000,12.245070
11655859,-0.250000,11.058542
11665859,-0.250000,9.963286
11675859,-0.250000,8.776759
11685859,-0.250000,7.590231
11695860,-0.250000,6.312433
11705867,-0.250000,5.125905
11715895,-0.250000,3.848106
11725895,-0.250000,2.661579
11735896,-0.250000,1.475051
11745897,-0.250000,0.337738
11755898,-0.250000,-0.803154
11765899,-0.250000,-1.898410
11775899,-0.250000,-3.084937
11785899,-0.250000,-4.222250
11795899,-0.250000,-5.363141
11805900,-0.250000,-6.458397
11815900,-0.250000,-7.602864
11825901,-0.250000,-8.659060
11835902,-0.250000,-9.761179
11845902,-0.250000,-10.863297
11855902,-0.250000,-11.922778
11865902,-0.250000,-13.028323
11875902,-0.250000,-14.084519
11885902,-0.250000,-15.186637
11895902,-0.250000,-16.288755
11905903,-0.250000,-17.440365
11915904,-0.250000,-18.545910
11925910,-0.250000,-19.651455
11935913,-0.250000,-20.799494
11945914,-0.250000,-21.951103
11955915,-0.250000,-23.056648
11965916,-0.250000,-24.211824
11975916,-0.250000,-25.363434
11985938,-0.250000,-26.468979
11995943,-0.250000,-27.574524
12005944,-0.250000,-28.729700
12015944,-0.250000,-29.838669
12025944,-0.250000,-30.990278
12035944,-0.250000,-32.095821
12045944,-0.250000,-33.250996
12055945,-0.250000,-34.402603
12065945,-0.250000,-35.508148
12075945,-0.250000,-36.613693
12085955,-0.250000,-37.811367
12095958,-0.250000,-38.959404
12105958,-0.250000,-40.061520
12115958,-0.250000,-41.163635
12125958,-0.250000,-42.315243
12135958,-0.250000,-43.463280
12145959,-0.250000,-44.565395
12155960,-0.250000,-45.709862
12165960,-0.250000,-46.857899
12175961,-0.250000,-47.960014
12185961,-0.250000,-49.104481
12195962,-0.250000,-50.252518
12205962,-0.250000,-51.354633
12215962,-0.250000,-52.456749
12225969,-0.250000,-53.601212
12235996,-0.250000,-54.749249
12245997,-0.250000,-55.893711
12255998,-0.250000,-57.034599
12265998,-0.250000,-58.179062
12275998,-0.250000,-59.277748
12285998,-0.250000,-60.376434
12295999,-0.250000,-61.566677
12305999,-0.250000,-62.665363
12315999,-0.250000,-63.806252
12325999,-0.250000,-64.852577
12336008,-0.250000,-65.993462
12346011,-0.250000,-67.130768
12356011,-0.250000,-68.229454
12366013,-0.250000,-69.370338
12376013,-0.250000,-70.465591
12386013,-0.250000,-71.652115
12396013,-0.250000,-72.796577
12406013,-0.250000,-73.937462
12416013,-0.250000,-75.074768
12426013,-0.250000,-76.215652
12436014,-0.250000,-77.360115
12446014,-0.250000,-78.500999
12456014,-0.250000,-79.638306
12466016,-0.250000,-80.779190
12476017,-0.250000,-81.923653
12486017,-0.250000,-83.022339
12496040,-0.250000,-84.121025
12506042,-0.250000,-85.311264
12516043,-0.250000,-86.501503
12526044,-0.250000,-87.551117
12536045,-0.250000,-88.737640
12546045,-0.250000,-89.832893
12556054,-0.250000,-90.970200
12566054,-0.250000,-92.160439
12576059,-0.250000,-93.259125
12586059,-0.250000,-94.400009
12596060,-0.250000,-95.495262
12606060,-0.250000,-96.639725
12616066,-0.250000,-97.738411
12626066,-0.250000,-98.879295
12636069,-0.250000,-99.974548
12646100,-0.250000,-101.119011
12656101,-0.250000,-102.217697
12666102,-0.250000,-103.358582
12676102,-0.250000,-104.453835
12686103,-0.250000,-105.549088
12696103,-0.250000,-106.644341
12706111,-0.250000,-107.830864
12716112,-0.250000,-108.926117
12726112,-0.250000,-110.021370
12736112,-0.250000,-111.207893
12746113,-0.250000,-112.303146
12756114,-0.250000,-113.489670
12766115,-0.250000,-114.634132
12776116,-0.250000,-115.775017
12786116,-0.250000,-116.912323
12796116,-0.250000,-118.053207
12806117,-0.250000,-119.148460
12816118,-0.250000,-120.292923
12826118,-0.250000,-121.433807
12836118,-0.250000,-122.529053
12846119,-0.250000,-123.715576
12856143,-0.250000,-124.810822
12866143,-0.250000,-125.955284
12876144,-0.250000,-127.053963
12886144,0.250000,-128.194839
12896145,0.250000,-129.339294
12906146,0.250000,-130.211792
12916146,0.250000,-130.715347
12926147,0.250000,-131.036789
12936147,0.250000,-131.267105
12946148,0.250000,-131.451355
12956148,0.250000,-131.543488
12966148,0.250000,-131.589401
12976148,0.250000,-131.635178
12986149,0.250000,-131.635178
12996154,0.250000,-131.635178
13006158,0.250000,-131.635178
13016160,0.250000,-131.497421
13026160,0.250000,-131.221893
13036161,0.250000,-130.991577
13046161,0.250000,-130.713486
13056162,0.250000,-130.390045
13066162,0.250000,-129.972900
13076163,0.250000,-129.461487
13086164,0.250000,-128.996567
13096164,0.250000,-128.390320
13106164,0.250000,-127.830711
13116169,0.250000,-127.133331
13126169,0.250000,-126.433823
13136197,0.250000,-125.687675
13146198,0.250000,-124.941528
13156198,0.250000,-124.102112
13166198,0.250000,-123.306915
13176198,0.250000,-122.464943
13186198,0.250000,-121.529419
13196199,0.250000,-120.637970
13206199,0.250000,-119.699600
13216201,0.250000,-118.717293
13226201,0.250000,-117.688210
13236201,0.250000,-116.702919
13246218,0.250000,-115.764549
13256218,0.250000,-114.732346
13266219,0.250000,-113.700142
13276239,0.250000,-112.667938
13286239,0.250000,-111.635735
13296244,0.250000,-110.509689
13306244,0.250000,-109.477486
13316245,0.250000,-108.395096
13326246,0.250000,-107.315971
13336254,0.250000,-106.233582
13346255,0.250000,-105.104126
13356258,0.250000,-103.974670
13366259,0.250000,-102.845215
13376260,0.250000,-101.809883
13386261,0.250000,-100.680428
13396261,0.250000,-99.550972
13406261,0.250000,-98.421516
13416261,0.250000,-97.292061
13426261,0.250000,-96.162605
13436261,0.250000,-94.939034
13446262,0.250000,-93.809578
13456262,0.250000,-92.680122
13466263,0.250000,-91.507156
13476264,0.250000,-90.381111
13486270,0.250000,-89.204597
13496296,0.250000,-88.075142
13506297,0.250000,-86.895081
13516297,0.250000,-85.718567
13526299,0.250000,-84.589111
13536299,0.250000,-83.459656
13546299,0.250000,-82.330200
13556299,0.250000,-81.200745
13566299,0.250000,-79.977173
13576299,0.250000,-78.891518
13586300,0.250000,-77.758659
13596300,0.250000,-76.582146
13606304,0.250000,-75.402084
13616304,0.250000,-74.269226
13626311,0.250000,-73.136368
13636341,0.250000,-71.909103
13646343,0.250000,-70.725502
13656345,0.250000,-69.633331
13666345,0.250000,-68.449730
13676356,0.250000,-67.218781
13686358,0.250000,-66.031631
13696361,0.250000,-64.891975
13706399,0.250000,-63.752316
13716399,0.250000,-62.517685
13726400,0.250000,-61.378025
13736400,0.250000,-60.187340
13746401,0.250000,-59.000195
13756411,0.250000,-57.860535
13766413,0.250000,-56.669849
13776414,0.250000,-55.526794
13786414,0.250000,-54.383739
13796414,0.250000,-53.196594
13806415,0.250000,-51.961964
13816417,0.250000,-50.822304
13826417,0.250000,-49.631618
13836417,0.250000,-48.488564
13846417,0.250000,-47.345509
13856417,0.250000,-46.107197
13866440,0.250000,-45.008514
13876442,0.250000,-43.817829
13886442,0.250000,-42.630684
13896444,0.250000,-41.491024
13906454,0.250000,-40.300339
13916454,0.250000,-39.113194
13926457,0.250000,-37.973534
13936458,0.250000,-36.782848
13946459,0.250000,-35.595703
13956459,0.250000,-34.456043
13966467,0.250000,-33.221409
13976497,0.250000,-32.081749
13986498,0.250000,-30.847116
13996501,0.250000,-29.707455
14006502,0.250000,-28.567793
14016503,0.250000,-27.384186
14026507,0.250000,-26.197039
14036513,0.250000,-24.962406
14046513,0.250000,-23.822744
14056545,0.250000,-22.683083
14066545,0.250000,-21.492397
14076545,0.250000,-20.349339
14086556,0.250000,-19.111027
14096557,0.250000,-17.923880
14106559,0.250000,-16.784218
14116566,0.250000,-15.644556
14126596,0.250000,-14.409923
14136615,0.250000,-13.270261
14146615,0.250000,-12.079576
14156615,0.250000,-10.892427
14166616,0.250000,-9.752766
14176650,0.250000,-8.613104
14186650,0.250000,-7.422418
14196650,0.250000,-6.279360
14206650,0.250000,-5.092212
14216658,0.250000,-3.901526
14226701,0.250000,-2.758467
14236701,0.250000,-1.571319
14246701,0.250000,-0.431656
14256701,0.250000,0.708006
14266701,0.250000,1.847669
14276701,0.250000,3.082303
14286701,0.250000,4.221965
14296702,0.250000,5.412652
14306702,0.250000,6.599800
14316702,0.250000,7.739463
14326702,0.250000,8.879126
14336702,0.250000,10.113760
14346702,0.250000,11.348394
14356703,0.250000,12.488057
14366703,0.250000,13.627720
14376704,0.250000,14.767383
14386710,0.250000,15.958069
14396717,0.250000,17.196383
14406718,0.250000,18.339441
14416718,0.250000,19.526590
14426742,0.250000,20.666254
14436743,0.250000,21.856941
14446744,0.250000,23.044090
14456745,0.250000,24.183754
14466745,0.250000,25.418388
14476746,0.250000,26.558052
14486746,0.250000,27.697716
14496746,0.250000,28.932350
14506746,0.250000,30.123037
14516746,0.250000,31.266096
14526753,0.250000,32.409157
14536765,0.250000,33.647472
14546769,0.250000,34.790531
14556769,0.250000,35.933590
14566769,0.250000,37.120739
14576798,0.250000,38.260403
14586798,0.250000,39.451092
14596807,0.250000,40.543270
14606812,0.250000,41.777905
14616818,0.250000,42.917568
14626821,0.250000,44.057232
14636843,0.250000,45.247921
14646844,0.250000,46.435070
14656844,0.250000,47.574734
14666844,0.250000,48.809368
14676844,0.250000,49.949032
14686845,0.250000,51.088696
14696845,0.250000,52.323330
14706846,0.250000,53.514019
14716847,0.250000,54.657078
14726847,0.250000,55.844227
14736855,0.250000,57.034916
14746857,0.250000,58.222065
14756859,0.250000,59.405674
14766859,0.250000,60.592823
14776859,0.250000,61.776432
14786860,0.250000,62.963581
14796860,0.250000,64.103249
14806860,0.250000,65.286858
14816860,0.250000,66.474007
14826861,0.250000,67.613670
14836862,0.250000,68.797279
14846863,0.250000,69.984428
14856864,0.250000,71.124092
14866870,0.250000,72.358727
14876897,0.250000,73.498390
14886899,0.250000,74.681999
14896899,0.250000,75.818268
14906899,0.250000,77.005417
14916899,0.250000,78.138283
14926899,0.250000,79.321892
14936899,0.250000,80.458160
14946910,0.250000,81.638229
14956910,0.250000,82.821838
14966910,0.250000,83.958107
14976913,0.250000,85.094376
14986913,0.250000,86.230644
14996914,0.250000,87.461601
15006915,0.250000,88.597870
15016915,0.250000,89.777939
15026916,0.250000,90.961548
15036916,0.250000,92.097816
15046917,0.250000,93.234085
15056918,0.250000,94.465042
15066918,0.250000,95.601311
15076941,0.250000,96.781380
15086942,0.250000,97.964989
15096944,0.250000,99.101257
15106945,0.250000,100.281326
15116945,0.250000,101.464935
15126946,0.250000,102.601204
15136946,0.250000,103.832161
15146946,0.250000,104.968430
15156947,0.250000,106.148499
15166955,0.250000,107.332108
15176957,0.250000,108.468376
15186958,0.250000,109.655533
15196958,0.250000,110.839142
15206960,0.250000,112.026299
15216960,0.250000,113.209915
15226960,0.250000,114.346184
15236960,0.250000,115.533340
15246967,0.250000,116.716957
15256970,0.250000,117.904114
15266998,0.250000,119.087730
15276999,0.250000,120.223999
15287000,0.250000,121.411156
15297000,0.250000,122.550827
15307000,0.250000,123.734444
15317001,0.250000,124.870712
15327001,0.250000,126.057869
15337002,0.250000,127.197540
15347002,-0.250000,128.337204
15357002,-0.250000,129.571838
15367003,-0.250000,130.476761
15377010,-0.250000,130.953033
15387010,-0.250000,131.380402
15397013,-0.250000,131.760284
15407014,-0.250000,131.950226
15417015,-0.250000,132.045197
15427015,-0.250000,132.045197
15437015,-0.250000,132.045197
15447015,-0.250000,132.045197
15457015,-0.250000,132.045197
15467015,-0.250000,132.045197
15477016,-0.250000,131.949661
15487016,-0.250000,131.901749
15497017,-0.250000,131.757599
15507018,-0.250000,131.469284
15517018,-0.250000,131.180969
15527051,-0.250000,130.843628
15537058,-0.250000,130.361710
15547058,-0.250000,129.830048
15557064,-0.250000,129.343903
15567065,-0.250000,128.710083
15577068,-0.250000,128.121643
15587069,-0.250000,127.580704
15597070,-0.250000,127.086136
15607097,-0.250000,126.642288
15617107,-0.250000,126.002991
15627112,-0.250000,125.216171
15637112,-0.250000,124.480629
15647115,-0.250000,123.644630
15657115,-0.250000,122.712944
15667116,-0.250000,121.732216
15677158,-0.250000,120.803192
15687159,-0.250000,119.727478
15697160,-0.250000,118.697716
15707165,-0.250000,117.618919
15717165,-0.250000,116.494316
15727166,-0.250000,115.366486
15737200,-0.250000,114.235428
15747200,-0.250000,113.107597
15757200,-0.250000,111.930725
15767205,-0.250000,110.701317
15777212,-0.250000,109.521080
15787213,-0.250000,108.393250
15797260,-0.250000,107.163841
15807260,-0.250000,105.937935
15817261,-0.250000,104.761063
15827265,-0.250000,103.584190
15837269,-0.250000,102.407318
15847296,-0.250000,101.230446
15857297,-0.250000,99.955505
15867297,-0.250000,98.726097
15877299,-0.250000,97.598267
15887301,-0.250000,96.368858
15897302,-0.250000,95.142952
15907303,-0.250000,93.966080
15917307,-0.250000,92.789207
15927312,-0.250000,91.514267
15937318,-0.250000,90.284859
15947343,-0.250000,89.104622
15957344,-0.250000,87.931122
15967345,-0.250000,86.705215
15977346,-0.250000,85.482819
15987347,-0.250000,84.309319
15997355,-0.250000,83.135818
16007356,-0.250000,81.962318
16017357,-0.250000,80.691025
16027358,-0.250000,79.517525
16037358,-0.250000,78.298637
16047358,-0.250000,77.076241
16057358,-0.250000,75.902740
16067359,-0.250000,74.729240
16077360,-0.250000,73.555740
16087360,-0.250000,72.336853
16097361,-0.250000,71.121483
16107361,-0.250000,69.954727
16117361,-0.250000,68.735840
16127361,-0.250000,67.565712
16137361,-0.250000,66.395584
16147362,-0.250000,65.127945
16157362,-0.250000,63.912575
16167369,-0.250000,62.745819
16177396,-0.250000,61.579063
16187396,-0.250000,60.367210
16197396,-0.250000,59.099571
16207397,-0.250000,57.929440
16217397,-0.250000,56.759308
16227398,-0.250000,55.589176
16237398,-0.250000,54.373806
16247399,-0.250000,53.154922
16257399,-0.250000,51.939552
16267406,-0.250000,50.727699
16277412,-0.250000,49.564320
16287412,-0.250000,48.394192
16297412,-0.250000,47.178822
16307414,-0.250000,46.012066
16317415,-0.250000,44.800213
16327416,-0.250000,43.584843
16337416,-0.250000,42.418087
16347417,-0.250000,41.206234
16357418,-0.250000,39.990864
16367438,-0.250000,38.824108
16377444,-0.250000,37.605225
16387444,-0.250000,36.389854
16397451,-0.250000,35.178001
16407459,-0.250000,34.014622
16417460,-0.250000,32.844494
16427466,-0.250000,31.629124
16437466,-0.250000,30.462368
16447467,-0.250000,29.243484
16457469,-0.250000,28.073357
16467497,-0.250000,26.903229
16477505,-0.250000,25.635590
16487505,-0.250000,24.420219
16497510,-0.250000,23.253464
16507514,-0.250000,22.086708
16517518,-0.250000,20.867825
16527518,-0.250000,19.645432
16537518,-0.250000,18.524059
16547520,-0.250000,17.256420
16557520,-0.250000,16.086292
16567542,-0.250000,14.870923
16577547,-0.250000,13.704169
16587547,-0.250000,12.440186
16597548,-0.250000,11.228333
16607550,-0.250000,10.110194
16617554,-0.250000,8.936696
16627559,-0.250000,7.717813
16637560,-0.250000,6.502445
16647560,-0.250000,5.335691
16657560,-0.250000,4.168938
16667600,-0.250000,2.904954
16677601,-0.250000,1.686072
16687602,-0.250000,0.567934
16697605,-0.250000,-0.650948
16707612,-0.250000,-1.866316
16717612,-0.250000,-3.085198
16727652,-0.250000,-4.255324
16737654,-0.250000,-5.425451
16747658,-0.250000,-6.647843
16757665,-0.250000,-7.821340
16767695,-0.250000,-8.994837
16777695,-0.250000,-10.168333
16787698,-0.250000,-11.341829
16797699,-0.250000,-12.560711
16807700,-0.250000,-13.776078
16817704,-0.250000,-14.942831
16827712,-0.250000,-16.259222
16837712,-0.250000,-17.526859
16847720,-0.250000,-18.892006
16857721,-0.250000,-20.204603
16867742,-0.250000,-21.520994
16877747,-0.250000,-22.788631
16887747,-0.250000,-24.003998
16897747,-0.250000,-25.267981
16907752,-0.250000,-26.434732
16917760,-0.250000,-27.653614
16927760,-0.250000,-28.868980
16937765,-0.250000,-30.087860
16947766,-0.250000,-31.303226
16957766,-0.250000,-32.424595
16967767,-0.250000,-33.601460
16977796,-0.250000,-34.778324
16987797,-0.250000,-35.955189
16997805,-0.250000,-37.132053
17007806,-0.250000,-38.308918
17017811,-0.250000,-39.485783
17027847,-0.250000,-40.715187
17037854,-0.250000,-41.888683
17047859,-0.250000,-43.062180
17057859,-0.250000,-44.235676
17067859,-0.250000,-45.461575
17077859,-0.250000,-46.683964
17087860,-0.250000,-47.857460
17097866,-0.250000,-49.030956
17107896,-0.250000,-50.302242
17117897,-0.250000,-51.475739
17127912,-0.250000,-52.694618
17137913,-0.250000,-53.917007
17147913,-0.250000,-55.090504
17157913,-0.250000,-56.264000
17167913,-0.250000,-57.489899
17177913,-0.250000,-58.666759
17187914,-0.250000,-59.889149
17197915,-0.250000,-61.115047
17207916,-0.250000,-62.337437
17217917,-0.250000,-63.465263
17227917,-0.250000,-64.687653
17237918,-0.250000,-65.861145
17247918,-0.250000,-67.080025
17257919,-0.250000,-68.250145
17267942,-0.250000,-69.420265
17277943,-0.250000,-70.687897
17287943,-0.250000,-71.806030
17297944,-0.250000,-73.024910
17307945,-0.250000,-74.195030
17317945,-0.250000,-75.462662
17327946,-0.250000,-76.580795
17337954,-0.250000,-77.844772
17347958,-0.250000,-79.011520
17357958,-0.250000,-80.275497
17367959,-0.250000,-81.442245
17377960,-0.250000,-82.608994
17387960,-0.250000,-83.827873
17397960,-0.250000,-84.997993
17407961,-0.250000,-86.213356
17417962,-0.250000,-87.380104
17427962,-0.250000,-88.501472
17437962,-0.250000,-89.769104
17447962,-0.250000,-90.939224
17457962,-0.250000,-92.154587
17467962,-0.250000,-93.418564
17478001,-0.250000,-94.585312
17488002,-0.250000,-95.849289
17498002,-0.250000,-97.016037
17508002,-0.250000,-98.280014
17518002,-0.250000,-99.491859
17528003,-0.250000,-100.655235
17538004,-0.250000,-101.915558
17548004,-0.250000,-103.123886
17558011,-0.250000,-104.335732
17568014,-0.250000,-105.544060
17578015,-0.250000,-106.704056
17588015,-0.250000,-107.864052
17598016,-0.250000,-109.120712
17608016,-0.250000,-110.280708
17618017,-0.250000,-111.433937
17628018,-0.250000,-112.638741
17638018,-0.250000,-113.891739
17648018,-0.250000,-115.048347
17658019,-0.250000,-116.256676
17668042,-0.250000,-117.416672
17678044,-0.250000,-118.531570
17688044,-0.250000,-119.791893
17698045,-0.250000,-121.000221
17708046,-0.250000,-122.160217
17718046,-0.250000,-123.372063
17728047,-0.250000,-124.535439
17738047,-0.250000,-125.698814
17748057,-0.250000,-126.914177
17758058,0.250000,-128.126022
17768059,0.250000,-129.289398
17778060,0.250000,-130.258881
17788060,0.250000,-130.793640
17798060,0.250000,-131.132950
17808060,0.250000,-131.326843
17818061,0.250000,-131.423798
17828061,0.250000,-131.472137
17838061,0.250000,-131.520325
17848069,0.250000,-131.520325
17858097,0.250000,-131.520325
17868103,0.250000,-131.520325
17878110,0.250000,-131.423935
17888113,0.250000,-131.230042
17898116,0.250000,-130.986969
17908117,0.250000,-130.647659
17918118,0.250000,-130.257614
17928118,0.250000,-129.817551
17938119,0.250000,-129.328598
17948143,0.250000,-128.741852
17958144,0.250000,-128.104385
17968145,0.250000,-127.465096
17978145,0.250000,-126.678276
17988146,0.250000,-125.891457
17998146,0.250000,-125.151718
18008146,0.250000,-124.315727
18018146,0.250000,-123.477356
18028147,0.250000,-122.537689
18038148,0.250000,-121.548569
18048149,0.250000,-120.611565
18058149,0.250000,-119.619644
18068153,0.250000,-118.581070
18078154,0.250000,-117.539558
18088156,0.250000,-116.495110
18098159,0.250000,-115.400925
18108160,0.250000,-114.260223
18118160,0.250000,-113.215775
18128160,0.250000,-112.121590
18138160,0.250000,-110.974464
18148160,0.250000,-109.830551
18158160,0.250000,-108.683426
18168161,0.250000,-107.586174
18178167,0.250000,-106.389175
18188197,0.250000,-105.192177
18198197,0.250000,-104.094925
18208197,0.250000,-102.897926
18218199,0.250000,-101.647560
18228200,0.250000,-100.447212
18238200,0.250000,-99.300087
18248200,0.250000,-98.103081
18258200,0.250000,-96.899391
18268201,0.250000,-95.695702
18278201,0.250000,-94.445335
18288201,0.250000,-93.244987
18298201,0.250000,-91.991142
18308201,0.250000,-90.787453
18318216,0.250000,-89.637115
18328217,0.250000,-88.383270
18338218,0.250000,-87.226532
18348218,0.250000,-85.972687
18358219,0.250000,-84.768990
18368242,0.250000,-83.565292
18378242,0.250000,-82.307968
18388242,0.250000,-81.000351
18398243,0.250000,-79.793320
18408254,0.250000,-78.586288
18418259,0.250000,-77.325485
18428260,0.250000,-76.061211
18438261,0.250000,-74.847504
18448261,0.250000,-73.586700
18458261,0.250000,-72.322418
18468262,0.250000,-71.007568
18478262,0.250000,-69.793861
18488268,0.250000,-68.526115
18498268,0.250000,-67.254898
18508298,0.250000,-65.987152
18518298,0.250000,-64.715935
18528298,0.250000,-63.495567
18538298,0.250000,-62.173504
18548298,0.250000,-60.953136
18558299,0.250000,-59.732769
18568300,0.250000,-58.458088
18578300,0.250000,-57.139629
18588305,0.250000,-55.970108
18598305,0.250000,-54.648041
18608313,0.250000,-53.427673
18618354,0.250000,-52.159924
18628358,0.250000,-50.888706
18638358,0.250000,-49.668339
18648358,0.250000,-48.400589
18658359,0.250000,-47.183548
18668360,0.250000,-45.912331
18678360,0.250000,-44.691963
18688361,0.250000,-43.424213
